uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,status
mathcc-5-g-8,CCSS.Math.Content.5.G.8,basic_html,<p>Look for and express regularity in repeated reasoning. Grade 6 Overview</p>,14783,51086,16470,Grade 5,Geometry,Make sense of problems and persevere in solving them.,5.G.8,TRUE
mathcc-6-rp-1,CCSS.Math.Content.6.RP.1,basic_html,"<p>Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, “The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.” “For every vote candidate A received, candidate C received nearly three votes.”</p>",14783,51089,16470,Grade 6,Ratios and Proportional Relationships,Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.1,TRUE
mathcc-6-rp-2,CCSS.Math.Content.6.RP.2,basic_html,"<p>Understand the concept of a unit rate a/b associated with a ratio a:b with b ≠ 0, and use rate language in the context of a ratio relationship. For example, “This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar.” “We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.”1</p>",14783,51089,16470,Grade 6,Ratios and Proportional Relationships,Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.2,TRUE
mathcc-6-rp-3,CCSS.Math.Content.6.RP.3,basic_html,"<p>Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.</p>",14783,51089,16470,Grade 6,Ratios and Proportional Relationships,Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.3,TRUE
mathcc-6-ns-1,CCSS.Math.Content.6.NS.1,basic_html,"<p>Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem. For example, create a story context for (2/3) ÷ (3/4) and use a visual fraction model to show the quotient; use the relationship between multiplication and division to explain that (2/3) ÷ (3/4) = 8/9 because 3/4 of 8/9 is 2/3. (In general, (a/b) ÷ (c/d) = ad/bc.) How much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 3/4-cup servings are in 2/3 of a cup of yogurt? How wide is a rectangular strip of land with length 3/4 mi and area 1/2 square mi? Compute fluently with multi-digit numbers and find common factors and multiples.</p>",14783,51091,16470,Grade 6,The Number System,Apply and extend previous understandings of multiplication and division to divide fractions by fract,6.NS.1,TRUE
mathcc-6-ns-2,CCSS.Math.Content.6.NS.2,basic_html,<p>Fluently divide multi-digit numbers using the standard algorithm.</p>,14783,51091,16470,Grade 6,The Number System,Apply and extend previous understandings of multiplication and division to divide fractions by fract,6.NS.2,TRUE
mathcc-6-ns-3,CCSS.Math.Content.6.NS.3,basic_html,"<p>Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.</p>",14783,51091,16470,Grade 6,The Number System,Apply and extend previous understandings of multiplication and division to divide fractions by fract,6.NS.3,TRUE
mathcc-6-ns-4,CCSS.Math.Content.6.NS.4,basic_html,"<p>Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1–100 with a common factor as a multiple of a sum of two whole numbers with no common factor. For example, express 36 + 8 as 4 (9 + 2). 1Expectations for unit rates in this grade are limited to non-complex fractions.</p>",14783,51091,16470,Grade 6,The Number System,Apply and extend previous understandings of multiplication and division to divide fractions by fract,6.NS.4,TRUE
mathcc-6-ns-5,CCSS.Math.Content.6.NS.5,basic_html,"<p>Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, positive/negative electric charge); use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation.</p>",14783,51091,16470,Grade 6,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.5,TRUE
mathcc-6-ns-6,CCSS.Math.Content.6.NS.6,basic_html,<p>Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.</p>,14783,51091,16470,Grade 6,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.6,TRUE
mathcc-6-ns-7,CCSS.Math.Content.6.NS.7,basic_html,<p>Understand ordering and absolute value of rational numbers.</p>,14783,51092,16470,Grade 6,The Number System,of integers and other rational numbers on a coordinate plane.,6.NS.7,TRUE
mathcc-6-ns-8,CCSS.Math.Content.6.NS.8,basic_html,<p>Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.</p>,14783,51093,16470,Grade 6,The Number System,dollars represents a debt greater than 30 dollars.,6.NS.8,TRUE
mathcc-6-ee-1,CCSS.Math.Content.6.EE.1,basic_html,<p>Write and evaluate numerical expressions involving whole-number exponents.</p>,14783,51095,16470,Grade 6,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,6.EE.1,TRUE
mathcc-6-ee-2,CCSS.Math.Content.6.EE.2,basic_html,"<p>Write, read, and evaluate expressions in which letters stand for numbers.</p>",14783,51095,16470,Grade 6,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,6.EE.2,TRUE
mathcc-6-ee-3,CCSS.Math.Content.6.EE.3,basic_html,"<p>Apply the properties of operations to generate equivalent expressions. For example, apply the distributive property to the expression 3 (2 + x) to produce the equivalent expression 6 + 3x; apply the distributive property to the expression 24x + 18y to produce the equivalent expression 6 (4x + 3y); apply properties of operations to y + y + y to produce the equivalent expression 3y.</p>",14783,51096,16470,Grade 6,Expressions and Equations,and surface area of a cube with sides of length s = 1/2.,6.EE.3,TRUE
mathcc-6-ee-4,CCSS.Math.Content.6.EE.4,basic_html,"<p>Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardless of which number y stands for. Reason about and solve one-variable equations and inequalities.</p>",14783,51096,16470,Grade 6,Expressions and Equations,and surface area of a cube with sides of length s = 1/2.,6.EE.4,TRUE
mathcc-6-ee-5,CCSS.Math.Content.6.EE.5,basic_html,"<p>Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.</p>",14783,51096,16470,Grade 6,Expressions and Equations,and surface area of a cube with sides of length s = 1/2.,6.EE.5,TRUE
mathcc-6-ee-6,CCSS.Math.Content.6.EE.6,basic_html,"<p>Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.</p>",14783,51096,16470,Grade 6,Expressions and Equations,and surface area of a cube with sides of length s = 1/2.,6.EE.6,TRUE
mathcc-6-ee-7,CCSS.Math.Content.6.EE.7,basic_html,"<p>Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.</p>",14783,51096,16470,Grade 6,Expressions and Equations,and surface area of a cube with sides of length s = 1/2.,6.EE.7,TRUE
mathcc-6-ee-8,CCSS.Math.Content.6.EE.8,basic_html,<p>Write an inequality of the form x > c or x < c to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x > c or x < c have infinitely many solutions; represent solutions of such inequalities on number line diagrams. Represent and analyze quantitative relationships between dependent and independent variables.</p>,14783,51096,16470,Grade 6,Expressions and Equations,and surface area of a cube with sides of length s = 1/2.,6.EE.8,TRUE
mathcc-6-ee-9,CCSS.Math.Content.6.EE.9,basic_html,"<p>Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation. For example, in a problem involving motion at constant speed, list and graph ordered pairs of distances and times, and write the equation d = 65t to represent the relationship between distance and time.</p>",14783,51096,16470,Grade 6,Expressions and Equations,and surface area of a cube with sides of length s = 1/2.,6.EE.9,TRUE
mathcc-6-g-1,CCSS.Math.Content.6.G.1,basic_html,"<p>Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.</p>",14783,51098,16470,Grade 6,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.1,TRUE
mathcc-6-g-2,CCSS.Math.Content.6.G.2,basic_html,"<p>Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas V = l w h and V = b h to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.</p>",14783,51098,16470,Grade 6,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.2,TRUE
mathcc-6-g-3,CCSS.Math.Content.6.G.3,basic_html,<p>Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.</p>,14783,51098,16470,Grade 6,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.3,TRUE
mathcc-6-g-4,CCSS.Math.Content.6.G.4,basic_html,"<p>Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.</p>",14783,51098,16470,Grade 6,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.4,TRUE
mathcc-6-sp-1,CCSS.Math.Content.6.SP.1,basic_html,"<p>Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. For example, “How old am I?” is not a statistical question, but “How old are the students in my school?” is a statistical question because one anticipates variability in students’ ages.</p>",14783,51100,16470,Grade 6,Statistics and Probability,Develop understanding of statistical variability.,6.SP.1,TRUE
